0,1,2
"--- When using SR data, please cite us and provide a link and/or a mention.


 ", ALREADYCSV ,"
Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos,Awards
2012,19,WSN,NL,139,597,533,98,144,26,9,22,59,18,6,56,120,.270,.340,.477,.817,118,254,8,2,3,3,0,*89/7H,ASMVP-30RoY-1
2013,20,WSN,NL,118,497,424,71,116,24,3,20,58,11,4,61,94,.274,.368,.486,.854,133,206,4,5,3,4,4,*79/8H,AS
2014,21,WSN,NL,100,395,352,41,96,10,2,13,32,2,2,38,104,.273,.344,.423,.768,111,149,6,1,3,1,4,79/8H,
2015,22,WSN,NL,153,654,521,118,172,38,1,42,99,6,4,124,131,.330,.460,.649,1.109,198,338,15,5,0,4,15,*98/D,ASMVP-1SS
2016,23,WSN,NL,147,627,506,84,123,24,2,24,86,21,10,108,117,.243,.373,.441,.814,114,223,11,3,0,10,20,*9/H,AS
2017,24,WSN,NL,111,492,420,95,134,27,1,29,87,4,2,68,99,.319,.413,.595,1.008,156,250,15,1,0,3,11,*9/H,ASMVP-12
2018,25,WSN,NL,159,695,550,103,137,34,0,34,100,13,3,130,169,.249,.393,.496,.889,133,273,7,6,0,9,16,*98/H3D,AS
2019,26,PHI,NL,157,682,573,98,149,36,1,35,114,15,3,99,178,.260,.372,.510,.882,127,292,10,6,0,4,11,*9/HD,
2020,27,PHI,NL,58,244,190,41,51,9,2,13,33,8,2,49,43,.268,.420,.542,.962,160,103,5,2,1,2,8,*9D/8,
2021,28,PHI,NL,89,376,315,64,96,26,0,19,44,12,1,56,82,.305,.415,.568,.983,167,179,7,4,0,1,7,*9/D3,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,1231,5259,4384,813,1218,254,21,251,712,110,37,789,1137,.278,.389,.517,.906,140,2267,88,35,10,41,96,,
162 Game Avg.\bat_glossary.shtml#162_avg,162 Game Avg.\bat_glossary.shtml#162_avg,162 Game Avg.\bat_glossary.shtml#162_avg,162 Game Avg.\bat_glossary.shtml#162_avg,162,692,577,107,160,33,3,33,94,14,5,104,150,.278,.389,.517,.906,140,298,12,5,1,5,13,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSN (7 yrs),WSN (7 yrs),WSN (7 yrs),WSN (7 yrs),927,3957,3306,610,922,183,18,184,521,75,31,585,834,.279,.388,.512,.900,139,1693,66,23,9,34,70,,
PHI (3 yrs),PHI (3 yrs),PHI (3 yrs),PHI (3 yrs),304,1302,1078,203,296,71,3,67,191,35,6,204,303,.275,.394,.532,.926,144,574,22,12,1,7,26,,"
