Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
62135-82604,P,Corbin,Corbin Burnes,Burnes,44.23529411764706,17,11200,MIL@PIT,MIL,PIT,,,,,0,P
62135-80582,P,Brandon,Brandon Woodruff,Woodruff,41.4,20,10600,MIL@PIT,MIL,PIT,,,,,0,P
62135-119441,P,Alek,Alek Manoah,Manoah,33.25,8,10500,TOR@BOS,TOR,BOS,IL,Back,,,,P
62135-16931,P,Yu,Yu Darvish,Darvish,35.25,20,10300,COL@SD,SD,COL,,,,,,P
62135-73880,P,German,German Marquez,Marquez,33.904761904761905,21,10200,COL@SD,COL,SD,,,,,,P
62135-53029,P,Robbie,Robbie Ray,Ray,39.75,20,10000,TOR@BOS,TOR,BOS,,,,,,P
62135-52165,P,Sean,Sean Manaea,Manaea,35.80952380952381,21,9800,OAK@LAA,OAK,LAA,,,,,,P
62135-83190,P,Freddy,Freddy Peralta,Peralta,36.5,20,9700,MIL@PIT,MIL,PIT,,,,Yes,,P
62135-53067,P,Chris,Chris Bassitt,Bassitt,35.61904761904762,21,9700,OAK@LAA,OAK,LAA,,,,,,P
62135-12477,P,Chris,Chris Sale,Sale,,,9500,TOR@BOS,BOS,TOR,IL,Elbow,,,0,P
62135-37014,P,Hyun Jin,Hyun Jin Ryu,Ryu,29.526315789473685,19,9300,TOR@BOS,TOR,BOS,,,,Yes,,P
62135-83098,P,Austin,Austin Gomber,Gomber,28.11111111111111,18,8800,COL@SD,COL,SD,,,,,,P
62135-63781,P,Frankie,Frankie Montas,Montas,31.4,20,8800,OAK@LAA,OAK,LAA,,,,Yes,,P
62135-13233,P,Nathan,Nathan Eovaldi,Eovaldi,32.05,20,8700,TOR@BOS,BOS,TOR,,,,,0,P
62135-13123,P,Alex,Alex Cobb,Cobb,29.6,15,8600,OAK@LAA,LAA,OAK,O,Finger,,,,P
62135-70559,P,Mike,Mike Clevinger,Clevinger,29.625,8,8500,COL@SD,SD,COL,IL,Elbow,,,,P
62135-68523,P,Joe,Joe Musgrove,Musgrove,25.03846153846154,26,8400,COL@SD,SD,COL,,,,Yes,,P
62135-52155,P,Jon,Jon Gray,Gray,25.95,20,8400,COL@SD,COL,SD,,,,,,P
62135-85269,P,Cole,Cole Irvin,Irvin,27.2,20,8200,OAK@LAA,OAK,LAA,,,,,,P
62135-119340,P,Tarik,Tarik Skubal,Skubal,27.55,20,8200,BAL@DET,DET,BAL,,,,,0,P
62135-68484,P,Chad,Chad Kuhl,Kuhl,22.153846153846153,13,8200,MIL@PIT,PIT,MIL,,,,Yes,,P
62135-79226,P,Eric,Eric Lauer,Lauer,23.2,15,8100,MIL@PIT,MIL,PIT,,,,,0,P
62135-68488,P,Blake,Blake Snell,Snell,23.736842105263158,19,8100,COL@SD,SD,COL,,,,,,P
62135-97300,P,John,John Means,Means,31.285714285714285,14,8000,BAL@DET,BAL,DET,,,,,0,P
62135-68518,P,Spencer,Spencer Turnbull,Turnbull,30.444444444444443,9,8000,BAL@DET,DET,BAL,IL,Elbow,,,0,P
62135-102498,P,Patrick,Patrick Sandoval,Sandoval,29.142857142857142,14,7900,OAK@LAA,LAA,OAK,,,,,,P
62135-68536,P,James,James Kaprielian,Kaprielian,33.07692307692308,13,7900,OAK@LAA,OAK,LAA,,,,,,P
62135-38311,P,Ross,Ross Stripling,Stripling,22.88235294117647,17,7800,TOR@BOS,TOR,BOS,,,,,,P
62135-52142,P,Eduardo,Eduardo Rodriguez,Rodriguez,27.473684210526315,19,7600,TOR@BOS,BOS,TOR,,,,Yes,,P
62135-52167,P,Andrew,Andrew Heaney,Heaney,28.88888888888889,18,7600,OAK@LAA,LAA,OAK,,,,,,P
62135-80433,P,Dinelson,Dinelson Lamet,Lamet,18.9,10,7500,COL@SD,SD,COL,IL,Forearm,,,,P
62135-13258,P,Wily,Wily Peralta,Peralta,19.22222222222222,9,7500,BAL@DET,DET,BAL,,,,,0,P
62135-79951,P,Nick,Nick Pivetta,Pivetta,29.65,20,7400,TOR@BOS,BOS,TOR,,,,,0,P
62135-101838,P,JT,JT Brubaker,Brubaker,25.473684210526315,19,7200,MIL@PIT,PIT,MIL,,,,,0,P
62135-63136,P,Matthew,Matthew Boyd,Boyd,26.23076923076923,13,7200,BAL@DET,DET,BAL,IL,Triceps,,,0,P
62135-141024,P,Bruce,Bruce Zimmermann,Zimmermann,22.833333333333332,12,7200,BAL@DET,BAL,DET,IL,Biceps,,,0,P
62135-101819,P,Jose,Jose Suarez,Suarez,17.615384615384617,13,7000,OAK@LAA,LAA,OAK,,,,,,P
62135-68528,P,Chase,Chase De Jong,De Jong,17,10,7000,MIL@PIT,PIT,MIL,IL,Knee,,,0,P
62135-85253,P,Casey,Casey Mize,Mize,26.894736842105264,19,6900,BAL@DET,DET,BAL,,,,Yes,,P
62135-12918,P,Julio,Julio Teheran,Teheran,27,1,6800,BAL@DET,DET,BAL,IL,Shoulder,,,0,P
62135-82582,P,Griffin,Griffin Canning,Canning,18.6875,16,6800,OAK@LAA,LAA,OAK,IL,Back,,,,P
62135-155315,P,Spenser,Spenser Watkins,Watkins,19.6,5,6800,BAL@DET,BAL,DET,,,,,0,P
62135-79224,P,Chris,Chris Paddack,Paddack,21.714285714285715,21,6700,COL@SD,SD,COL,,,,,,P
