Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
63063-13423,OF,Starling,Starling Marte,Marte,13.867058249080882,85,9500,SEA@OAK,OAK,SEA,,,,,2,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-73159,OF,Mitch,Mitch Haniger,Haniger,11.1625,120,9000,SEA@OAK,SEA,OAK,,,,,2,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-13966,3B,Kyle,Kyle Seager,Seager,10.226016657139228,123,8500,SEA@OAK,SEA,OAK,,,,,3,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-52175,1B,Matt,Matt Olson,Olson,12.471428366268382,119,8000,SEA@OAK,OAK,SEA,,,,,3,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-68544,3B,Matt,Matt Chapman,Chapman,9.214049788545971,121,7500,SEA@OAK,OAK,SEA,,,,,6,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-13771,2B,Josh,Josh Harrison,Harrison,9.03203871643659,103,7000,SEA@OAK,OAK,SEA,,,,,7,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-101842,2B,Ty,Ty France,France,10.067826511548914,115,7000,SEA@OAK,SEA,OAK,,,,,4,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-21666,OF,Mark,Mark Canha,Canha,10.970476422991071,105,7000,SEA@OAK,OAK,SEA,,,,,1,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-6029,2B,Jed,Jed Lowrie,Lowrie,8.656896656957166,116,6500,SEA@OAK,OAK,SEA,,,,,5,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-52179,SS,J.P.,J.P. Crawford,Crawford,8.061788419397866,123,6500,SEA@OAK,SEA,OAK,,,,,1,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-16981,C,Yan,Yan Gomes,Gomes,8.606666666666667,75,6000,SEA@OAK,OAK,SEA,,,,,4,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-116339,3B,Abraham,Abraham Toro,Toro,9.196609755693856,59,6000,SEA@OAK,SEA,OAK,,,,,5,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-82624,C,Sean,Sean Murphy,Murphy,8.713131066524621,99,5500,SEA@OAK,OAK,SEA,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-79896,C,Luis,Luis Torrens,Torrens,7.767999674479166,75,5500,SEA@OAK,SEA,OAK,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-5359,SS,Elvis,Elvis Andrus,Andrus,6.497479094176733,119,5000,SEA@OAK,OAK,SEA,,,,,9,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-102398,OF,Jarred,Jarred Kelenic,Kelenic,6.719298245614035,57,5000,SEA@OAK,SEA,OAK,,,,,7,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-38252,OF,Stephen,Stephen Piscotty,Piscotty,4.649999830457899,72,4500,SEA@OAK,OAK,SEA,IL,Wrist,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-12462,1B,Mitch,Mitch Moreland,Moreland,6.631645878659019,79,4500,SEA@OAK,OAK,SEA,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-102591,OF,Jake,Jake Fraley,Fraley,8.842373088254767,59,4500,SEA@OAK,SEA,OAK,,,,,6,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-118211,3B,Kevin,Kevin Padlo,Padlo,1.6888888676961262,9,4000,SEA@OAK,SEA,OAK,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-79234,OF,Kyle,Kyle Lewis,Lewis,8.402777777777779,36,4000,SEA@OAK,SEA,OAK,IL,Knee,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-116994,SS,Donovan,Donovan Walton,Walton,5.445833206176758,24,4000,SEA@OAK,SEA,OAK,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-79174,C,Jacob,Jacob Nottingham,Nottingham,6.466666666666667,15,4000,SEA@OAK,SEA,OAK,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-118214,3B,Wyatt,Wyatt Mathisen,Mathisen,3.7217390640922217,23,4000,SEA@OAK,SEA,OAK,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-101833,OF,Luis,Luis Barrera,Barrera,0.75,4,4000,SEA@OAK,OAK,SEA,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-152970,OF,Dillon,Dillon Thomas,Thomas,3.279999923706055,5,4000,SEA@OAK,SEA,OAK,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-79240,C,Aramis,Aramis Garcia,Garcia,4.565625190734863,32,4000,SEA@OAK,OAK,SEA,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-101832,OF,Skye,Skye Bolt,Bolt,1.9960000610351563,25,4000,SEA@OAK,OAK,SEA,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-101835,C,Austin,Austin Allen,Allen,9.350000381469727,2,4000,SEA@OAK,OAK,SEA,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-82637,1B,Evan,Evan White,White,4.903333536783854,30,4000,SEA@OAK,SEA,OAK,IL,Hip,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-83155,OF,Ramon,Ramon Laureano,Laureano,10.307954268022018,88,4000,SEA@OAK,OAK,SEA,NA,Suspension,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-13203,1B,Eric,Eric Campbell,Campbell,3.799999952316284,4,4000,SEA@OAK,SEA,OAK,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-14038,OF,Khris,Khris Davis,Davis,5.3681817488236865,22,4000,SEA@OAK,OAK,SEA,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-79255,1B,Jake,Jake Bauers,Bauers,4.611235886477353,89,4000,SEA@OAK,SEA,OAK,,,,,9,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-102554,C,Cal,Cal Raleigh,Raleigh,5.423076923076923,26,4000,SEA@OAK,SEA,OAK,,,,,8,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-116450,1B,Seth,Seth Brown,Brown,7.024731051537298,93,4000,SEA@OAK,OAK,SEA,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-82532,OF,Marcus,Marcus Wilson,Wilson,,,4000,SEA@OAK,SEA,OAK,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-79785,1B,Jose,Jose Marmolejos,Marmolejos,5.325806648500504,31,4000,SEA@OAK,SEA,OAK,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-116841,1B,Sam,Sam Haggerty,Haggerty,5.4714285714285715,35,4000,SEA@OAK,SEA,OAK,IL,Shoulder,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-68471,2B,Tony,Tony Kemp,Kemp,6.362626509232954,99,4000,SEA@OAK,OAK,SEA,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-82551,2B,Shed,Shed Long Jr.,Long Jr.,7.473529591279871,34,4000,SEA@OAK,SEA,OAK,IL,Lower leg,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-101753,2B,Dylan,Dylan Moore,Moore,7.470833460489909,96,4000,SEA@OAK,SEA,OAK,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-135291,C,Jose,Jose Godoy,Godoy,2.9312500953674316,16,4000,SEA@OAK,SEA,OAK,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-52157,C,Tom,Tom Murphy,Murphy,6.518918836438978,74,4000,SEA@OAK,SEA,OAK,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-82556,OF,Taylor,Taylor Trammell,Trammell,7.384313845166973,51,4000,SEA@OAK,SEA,OAK,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-68478,2B,Chad,Chad Pinder,Pinder,5.646939024633291,49,4000,SEA@OAK,OAK,SEA,,,,,8,MVP - 2X Points/STAR - 1.5X Points/UTIL
63063-118398,SS,Vimael,Vimael Machin,Machin,1.9000000586876502,13,4000,SEA@OAK,OAK,SEA,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
