Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
62999-70562,OF,Whit,Whit Merrifield,Merrifield,10.709917557141013,121,9500,KC@CHC,KC,CHC,,,,,1,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-13266,C,Salvador,Salvador Perez,Perez,10.578333536783854,120,9000,KC@CHC,KC,CHC,DTD,Neck,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-24529,OF,Rafael,Rafael Ortega,Ortega,7.1712119362571025,66,8500,KC@CHC,CHC,KC,,,,,1,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-85250,OF,Frank,Frank Schwindel,Schwindel,9.9,25,8000,KC@CHC,CHC,KC,,,,,2,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-85260,3B,Patrick,Patrick Wisdom,Wisdom,9.185135300095016,74,7500,KC@CHC,CHC,KC,,,,,3,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-21887,C,Willson,Willson Contreras,Contreras,8.93786384064017,103,7500,KC@CHC,CHC,KC,IL,Knee,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-12310,1B,Carlos,Carlos Santana,Santana,9.137189880875516,121,7000,KC@CHC,KC,CHC,,,,,3,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-79092,OF,Ian,Ian Happ,Happ,6.690000221946023,110,7000,KC@CHC,CHC,KC,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-52162,3B,Hunter,Hunter Dozier,Dozier,7.475238327752976,105,6500,KC@CHC,KC,CHC,DTD,Illness,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-68495,OF,Andrew,Andrew Benintendi,Benintendi,8.934042423329455,94,6500,KC@CHC,KC,CHC,,,,,4,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-83051,2B,David,David Bote,Bote,6.606849147848887,73,6000,KC@CHC,CHC,KC,,,,,5,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-102331,2B,Nicky,Nicky Lopez,Lopez,7.3436362526633525,110,6000,KC@CHC,KC,CHC,,,,,2,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-21074,OF,Michael A.,Michael A. Taylor,Taylor,7.583636474609375,110,5500,KC@CHC,KC,CHC,,,,,5,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-11129,OF,Jason,Jason Heyward,Heyward,6.233333193022629,87,5500,KC@CHC,CHC,KC,,,,,6,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-82581,OF,Michael,Michael Hermosillo,Hermosillo,8.40000025431315,3,5000,KC@CHC,CHC,KC,,,,,8,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-79141,1B,Ryan,Ryan O'Hearn,O'Hearn,6.793333435058594,60,5000,KC@CHC,KC,CHC,,,,,6,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-101841,OF,Edward,Edward Olivares,Olivares,7.119999694824219,20,4500,KC@CHC,KC,CHC,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-53844,3B,Matt,Matt Duffy,Duffy,5.890163734310963,61,4500,KC@CHC,CHC,KC,,,,,4,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-38247,2B,Hanser,Hanser Alberto,Alberto,4.536144578313253,83,4500,KC@CHC,KC,CHC,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
62999-116865,1B,Ryan,Ryan McBroom,McBroom,1.7428571156093053,7,4000,KC@CHC,KC,CHC,,,,,0,MVP - 2X Points/STAR - 1.5X Points/UTIL
