,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
113,FF,2021-08-12,92.0,1.07,5.87,"Alonso, Pete",624413,543594,,foul,,,,,5,Pete Alonso pops out softly to first baseman Josh Bell in foul territory.,R,R,L,NYM,WSH,S,,,0,0,2021,0.48,1.16,0.2,2.4,,,,1,1,Bot,,,,,656180,,,-3.257802964896858,-134.03003617415243,-5.565622441455313,6.4785519988169815,27.240974699573254,-17.155509598931403,3.49,1.6,204.0,72.9,37.0,93.1,2027.0,6.8,632949,543594,656180,605137,671277,666198,444876,628450,645302,665742,53.74,,,,,,,,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,157.0,0.0,-0.026000000000000002
114,FF,2021-08-12,94.7,-1.52,6.59,"Alonso, Pete",624413,622446,,foul,,,,,11,Pete Alonso strikes out swinging.,R,R,R,NYM,WSH,S,,,2,1,2021,-0.86,1.01,-0.73,3.66,,,,2,6,Bot,,,,,656180,,,4.049584698427371,-137.9697366205891,-4.327353878653654,-11.872990499536474,28.322603153829924,-18.53548798015366,3.49,1.6,220.0,70.5,33.0,96.1,2241.0,6.8,632949,622446,656180,605137,671277,666198,444876,628450,645302,665742,53.66,,,,,,,,52,4,4-Seam Fastball,4,1,4,1,1,4,4,1,Infield shift,Standard,214.0,0.0,-0.028999999999999998
115,FF,2021-08-12,93.6,-1.41,6.59,"Alonso, Pete",624413,622446,,ball,,,,,11,Pete Alonso strikes out swinging.,R,R,R,NYM,WSH,B,,,1,1,2021,-0.79,1.31,-1.45,2.76,,,,2,6,Bot,,,,,656180,,,1.6571294404155257,-136.25863808761642,-7.145900841387235,-10.249463422061334,28.55861989370264,-14.507851132972084,3.3,1.57,,,,94.8,2300.0,6.8,632949,622446,656180,605137,671277,666198,444876,628450,645302,665742,53.67,,,,,,,,52,3,4-Seam Fastball,4,1,4,1,1,4,4,1,Infield shift,Standard,211.0,0.0,0.019
116,CU,2021-08-12,82.1,-1.5,6.6,"Alonso, Pete",624413,622446,,swinging_strike,,,,,14,Pete Alonso strikes out swinging.,R,R,R,NYM,WSH,S,,,1,0,2021,0.25,-0.27,0.15,0.67,,,,2,6,Bot,,,,,656180,,,3.278204235361587,-119.53627906321648,-6.536134935440097,1.925859168755708,18.790772945771767,-33.912886581093424,3.49,1.6,,,,83.6,2301.0,6.8,632949,622446,656180,605137,671277,666198,444876,628450,645302,665742,53.69,,,,,,,,52,2,Curveball,4,1,4,1,1,4,4,1,Infield shift,Standard,43.0,0.0,-0.021
117,FF,2021-08-12,95.9,-2.27,6.83,"Alonso, Pete",624413,656620,strikeout,swinging_strike,,,,,2,Pete Alonso strikes out swinging.,R,R,R,NYM,WSH,S,2.0,,0,2,2021,-0.41,1.35,0.22,3.52,,,,1,5,Bot,,,,,668663,,,7.536025015471692,-139.49318383142295,-6.223954880086275,-7.010034613195006,29.80754635464951,-13.30881890013507,3.49,1.6,,,,96.4,2146.0,6.5,632912,656620,668663,475582,506703,666198,671277,664057,645302,665742,54.01,,,0.0,1.0,0.0,0.0,,40,4,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shift,Standard,214.0,-0.013999999999999999,-0.1
118,FS,2021-08-12,88.7,-2.69,6.58,"Alonso, Pete",624413,656620,,foul,,,,,14,Pete Alonso strikes out swinging.,R,R,R,NYM,WSH,S,,,0,2,2021,-0.34,-0.05,0.42,1.18,,,,1,5,Bot,,,,,668663,,,8.323898093609504,-128.89886014883598,-7.0452389346853606,-5.551070381052757,26.44132374740839,-31.46284008794742,3.49,1.6,,,,88.8,677.0,6.4,632912,656620,668663,475582,506703,666198,671277,664057,645302,665742,54.13,,,,,,,,40,3,Split-Finger,2,1,2,1,1,2,2,1,Infield shift,Standard,220.0,0.0,0.0
119,SI,2021-08-12,94.2,-1.46,6.57,"Alonso, Pete",624413,622446,,ball,,,,,14,Pete Alonso strikes out swinging.,R,R,R,NYM,WSH,B,,,0,0,2021,-1.15,1.2,0.1,1.19,,,,2,6,Bot,,,,,656180,,,6.6806151313990085,-136.70963459363725,-11.089867494934733,-15.794099766701944,26.070526762069548,-15.024073712521504,3.38,1.67,,,,95.8,2257.0,7.0,632949,622446,656180,605137,671277,666198,444876,628450,645302,665742,53.47,,,,,,,,52,1,Sinker,4,1,4,1,1,4,4,1,Infield shift,Standard,207.0,0.0,0.016
120,FS,2021-08-12,88.1,-2.68,6.62,"Alonso, Pete",624413,656620,,foul,,,,,14,Pete Alonso strikes out swinging.,R,R,R,NYM,WSH,S,,,0,1,2021,-0.68,0.06,0.43,1.41,,,,1,5,Bot,,,,,668663,,,8.974398530319913,-128.03676359479766,-6.751064933156706,-9.200886532158638,24.19805180010919,-30.399592276788077,3.49,1.6,,,,88.7,1016.0,6.5,632912,656620,668663,475582,506703,666198,671277,664057,645302,665742,53.99,,,,,,,,40,2,Split-Finger,2,1,2,1,1,2,2,1,Infield shift,Standard,218.0,0.0,-0.035
121,FF,2021-08-12,94.6,-2.3,6.87,"Alonso, Pete",624413,656620,,called_strike,,,,,9,Pete Alonso strikes out swinging.,R,R,R,NYM,WSH,S,,,0,0,2021,-0.76,1.26,0.66,2.28,,,,1,5,Bot,,,,,668663,,,9.408041670001252,-137.27682932592194,-9.134233667835137,-11.660981009858196,29.032784040775148,-14.310002066579127,3.65,1.75,,,,94.8,2160.0,6.4,632912,656620,668663,475582,506703,666198,671277,664057,645302,665742,54.06,,,,,,,,40,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shift,Standard,211.0,0.0,-0.026000000000000002
122,FF,2021-08-10,91.1,-2.49,5.76,"Alonso, Pete",624413,605452,field_out,hit_into_play,,,,,1,Pete Alonso flies out to right fielder Juan Soto.,R,R,R,NYM,WSH,X,9.0,fly_ball,1,2,2021,-0.56,1.21,-0.37,3.26,,,643446.0,0,5,Bot,163.69,104.16,,,656180,,,6.588448475861321,-132.54875193862014,-2.976611780102368,-8.037133796077471,27.78039378162085,-17.48897643928899,3.49,1.6,255.0,85.4,50.0,91.7,2114.0,6.6,632966,605452,656180,605137,671277,666198,444876,628450,645302,665742,53.91,0.017,0.019,0.0,1.0,0.0,0.0,3.0,51,4,4-Seam Fastball,4,7,4,7,7,4,4,7,Standard,Standard,223.0,-0.04,-0.275
123,SL,2021-08-10,79.5,-2.72,5.66,"Alonso, Pete",624413,605452,,called_strike,,,,,7,Pete Alonso flies out to right fielder Juan Soto.,R,R,R,NYM,WSH,S,,,1,1,2021,0.35,-0.14,-0.56,1.76,,,643446.0,0,5,Bot,,,,,656180,,,4.1131785083591685,-115.68409259763577,-1.5009223101912357,2.322473442463124,22.95014237633645,-33.32719724150361,3.41,1.51,,,,79.9,1883.0,6.7,632966,605452,656180,605137,671277,666198,444876,628450,645302,665742,53.81,,,,,,,,51,3,Slider,4,7,4,7,7,4,4,7,Standard,Standard,98.0,0.0,-0.102
124,SL,2021-08-10,79.4,-2.71,5.66,"Alonso, Pete",624413,605452,,called_strike,,,,,7,Pete Alonso flies out to right fielder Juan Soto.,R,R,R,NYM,WSH,S,,,1,0,2021,0.29,0.02,-0.41,1.87,,,643446.0,0,5,Bot,,,,,656180,,,4.506678355224301,-115.54129741239352,-1.5685609319557297,1.7639979972146032,21.34109154561513,-31.932561937141738,3.5,1.48,,,,79.8,1889.0,6.5,632966,605452,656180,605137,671277,666198,444876,628450,645302,665742,53.97,,,,,,,,51,2,Slider,4,7,4,7,7,4,4,7,Standard,Standard,104.0,0.0,-0.07200000000000001
125,SL,2021-08-10,80.0,-2.61,5.61,"Alonso, Pete",624413,605452,,blocked_ball,,,,,14,Pete Alonso flies out to right fielder Juan Soto.,R,R,R,NYM,WSH,B,,,0,0,2021,0.2,-0.11,1.77,1.02,,,643446.0,0,5,Bot,,,,,656180,,,9.314369784576456,-116.1054241253389,-3.1412811433120487,-0.017605539701553288,22.754294133762635,-32.748908487063325,3.39,1.49,,,,80.2,1877.0,6.6,632966,605452,656180,605137,671277,666198,444876,628450,645302,665742,53.86,,,,,,,,51,1,Slider,4,7,4,7,7,4,4,7,Standard,Standard,78.0,0.0,0.057
126,SI,2021-08-10,93.3,-2.29,5.84,"Alonso, Pete",624413,605452,single,hit_into_play,,,,,8,Pete Alonso singles on a sharp ground ball to left fielder Yadiel Hernandez.   Jeff McNeil to 2nd.,R,R,R,NYM,WSH,X,7.0,ground_ball,0,1,2021,-1.2,0.78,-0.06,1.86,,,643446.0,0,3,Bot,96.45,148.05,,,656180,,,8.412090098526404,-135.57205438461688,-6.190102464342008,-16.69637659546477,30.48110333031834,-21.314621920841166,3.49,1.6,56.0,110.4,1.0,93.5,2128.0,6.5,632966,605452,656180,605137,671277,666198,444876,628450,645302,665742,53.98,0.537,0.495,0.9,1.0,1.0,0.0,4.0,31,2,Sinker,2,4,2,4,4,2,2,4,Standard,Standard,215.0,0.066,0.752
127,SI,2021-08-10,92.1,-2.49,5.77,"Alonso, Pete",624413,605452,,foul,,,,,4,Pete Alonso singles on a sharp ground ball to left fielder Yadiel Hernandez.   Jeff McNeil to 2nd.,R,R,R,NYM,WSH,S,,,0,0,2021,-1.2,0.91,-0.79,2.21,,,643446.0,0,3,Bot,,,,,656180,,,6.9682609726350995,-133.9415108004063,-5.240485550623344,-15.889345657886649,26.69872082538421,-20.268686835092048,3.49,1.6,372.0,114.2,22.0,92.8,2062.0,6.6,632966,605452,656180,605137,671277,666198,444876,628450,645302,665742,53.91,,,,,,,,31,1,Sinker,2,4,2,4,4,2,2,4,Standard,Standard,217.0,0.0,-0.057999999999999996
128,SI,2021-08-10,97.8,-1.44,5.79,"Alonso, Pete",624413,666168,force_out,hit_into_play,,,,,7,"Pete Alonso grounds into a force out, shortstop Alcides Escobar to second baseman Luis Garcia.   Jeff McNeil out at 2nd.",R,R,R,NYM,WSH,X,6.0,ground_ball,0,1,2021,-1.36,0.73,-0.79,2.05,592273.0,,643446.0,2,8,Bot,103.63,152.29,,,656180,,,4.9378649945982085,-142.27522190275147,-6.309334251146715,-19.574796544988324,33.27237653417049,-21.017681215168945,3.49,1.6,46.0,89.7,0.0,98.5,2294.0,6.8,632966,666168,656180,605137,671277,666198,444876,628450,645302,665742,53.74,0.3,0.27399999999999997,0.0,1.0,0.0,0.0,2.0,78,2,Sinker,8,7,8,7,7,8,8,7,Standard,Standard,205.0,-0.028999999999999998,-0.396
129,SI,2021-08-10,97.1,-1.51,5.86,"Alonso, Pete",624413,666168,,foul,,,,,13,"Pete Alonso grounds into a force out, shortstop Alcides Escobar to second baseman Luis Garcia.   Jeff McNeil out at 2nd.",R,R,R,NYM,WSH,S,,,0,0,2021,-1.16,0.83,-1.06,1.99,592273.0,,643446.0,2,8,Bot,,,,,656180,,,3.925599143596528,-141.248906158222,-6.7715176898374105,-16.452809790813475,33.27938611652564,-19.69842519320255,3.49,1.6,7.0,87.2,-17.0,97.8,2252.0,6.8,632966,666168,656180,605137,671277,666198,444876,628450,645302,665742,53.74,,,,,,,,78,1,Sinker,8,7,8,7,7,8,8,7,Standard,Standard,215.0,0.0,-0.07200000000000001
130,FF,2021-08-10,88.7,-1.52,5.73,"Alonso, Pete",624413,502179,double,hit_into_play,,,,,5,Pete Alonso doubles (14) on a sharp fly ball to center fielder Victor Robles.,R,R,R,NYM,WSH,X,8.0,fly_ball,0,1,2021,0.11,1.44,0.1,2.79,,,,2,1,Bot,136.02,32.71,,,656180,,,3.7582145695704856,-129.2111213246242,-4.186812949069285,0.4445783102202559,25.74513434634573,-15.33792745482715,3.49,1.6,410.0,107.4,27.0,89.1,2104.0,6.4,632966,502179,656180,605137,671277,666198,444876,628450,645302,665742,54.13,0.953,1.911,1.25,1.0,1.0,1.0,6.0,10,2,4-Seam Fastball,0,3,0,3,3,0,0,3,Infield shift,Standard,193.0,0.019,0.24100000000000002
131,CU,2021-08-10,69.6,-1.55,5.69,"Alonso, Pete",624413,502179,,called_strike,,,,,7,Pete Alonso doubles (14) on a sharp fly ball to center fielder Victor Robles.,R,R,R,NYM,WSH,S,,,0,0,2021,0.82,-1.3,-0.6,1.92,,,,2,1,Bot,,,,,656180,,,0.4788348731345074,-101.2806097030698,2.7130528682176864,5.485752347798692,18.515001028770058,-41.78425210857424,3.29,1.54,,,,69.3,2880.0,6.3,632966,502179,656180,605137,671277,666198,444876,628450,645302,665742,54.18,,,,,,,,10,1,Curveball,0,3,0,3,3,0,0,3,Infield shift,Standard,35.0,0.0,-0.019
132,SL,2021-08-10,87.8,-2.77,6.63,"Alonso, Pete",624413,656620,double,hit_into_play,,,,,9,Pete Alonso doubles (15) on a sharp line drive to center fielder Victor Robles.   Brandon Nimmo scores.,R,R,R,NYM,WSH,X,8.0,line_drive,1,2,2021,0.13,0.23,0.4,2.0,,,607043.0,1,7,Bot,106.27,35.9,,,656180,,,7.4214870587353055,-127.73989739758132,-5.6716183902865795,0.11041419317157716,22.54283449866848,-28.825274766156724,3.49,1.6,404.0,108.0,18.0,88.5,2511.0,6.4,632966,656620,656180,605137,671277,666198,444876,628450,645302,665742,54.08,0.713,0.937,1.25,1.0,1.0,1.0,6.0,66,4,Slider,5,7,5,7,7,6,6,7,Standard,Standard,187.0,0.182,1.013
133,FF,2021-08-10,95.4,-2.1,6.8,"Alonso, Pete",624413,656620,,ball,,,,,11,Pete Alonso doubles (15) on a sharp line drive to center fielder Victor Robles.   Brandon Nimmo scores.,R,R,R,NYM,WSH,B,,,0,2,2021,-0.59,1.43,-0.63,4.21,,,607043.0,1,7,Bot,,,,,656180,,,5.195669165959356,-138.89922705555315,-4.413696366840089,-8.736510204143906,30.33677222950516,-12.902503117686946,3.57,1.57,,,,95.7,2325.0,6.4,632966,656620,656180,605137,671277,666198,444876,628450,645302,665742,54.13,,,,,,,,66,3,4-Seam Fastball,5,7,5,7,7,5,5,7,Standard,Standard,211.0,0.0,0.022000000000000002
134,FF,2021-08-10,95.7,-2.21,6.74,"Alonso, Pete",624413,656620,,foul,,,,,11,Pete Alonso doubles (15) on a sharp line drive to center fielder Victor Robles.   Brandon Nimmo scores.,R,R,R,NYM,WSH,S,,,0,1,2021,-0.39,1.3,-0.17,3.85,,,607043.0,1,7,Bot,,,,,656180,,,6.295017602568628,-139.16166426726318,-4.9446260600167715,-6.527726568599553,31.564090072458626,-14.345209147818046,3.49,1.6,212.0,78.8,21.0,95.8,2167.0,6.4,632966,656620,656180,605137,671277,666198,444876,628450,645302,665742,54.11,,,,,,,,66,2,4-Seam Fastball,5,7,5,7,7,5,5,7,Standard,Standard,209.0,0.0,-0.062
135,SL,2021-08-10,87.3,-2.65,6.64,"Alonso, Pete",624413,656620,,foul,,,,,4,Pete Alonso doubles (15) on a sharp line drive to center fielder Victor Robles.   Brandon Nimmo scores.,R,R,R,NYM,WSH,S,,,0,0,2021,0.03,0.43,-0.36,2.61,,,607043.0,1,7,Bot,,,,,656180,,,5.42635715827789,-126.9959061161434,-4.410681889101895,-0.7703270158395871,25.92985819673872,-26.821483539638628,3.49,1.6,294.0,98.4,20.0,87.3,2462.0,6.3,632966,656620,656180,605137,671277,666198,444876,628450,645302,665742,54.2,,,,,,,,66,1,Slider,5,7,5,7,7,5,5,7,Standard,Standard,182.0,0.0,-0.045
136,SI,2021-08-08,97.9,-1.77,5.41,"Alonso, Pete",624413,554430,strikeout,swinging_strike,,,,,1,Pete Alonso strikes out swinging.,R,R,R,PHI,NYM,S,2.0,,0,2,2021,-1.36,0.97,-0.5,3.27,,,607043.0,2,9,Top,,,,,592663,,,6.664590490203607,-142.31720119944725,-2.536352690905914,-20.009338329265052,34.62208446759532,-18.586803108174813,3.49,1.6,,,,99.0,2137.0,7.1,632967,554430,592663,543543,516416,664761,591720,663897,608671,547180,53.39,,,0.0,1.0,0.0,0.0,,58,3,Sinker,3,0,0,3,0,3,0,3,Standard,Standard,223.0,0.011000000000000001,-0.133
137,SI,2021-08-08,96.8,-1.61,5.39,"Alonso, Pete",624413,554430,,called_strike,,,,,8,Pete Alonso strikes out swinging.,R,R,R,PHI,NYM,S,,,0,1,2021,-1.24,0.8,0.25,1.95,,,607043.0,2,9,Top,,,,,592663,,,7.975849826729929,-140.63738062790722,-5.500568903774371,-18.353145050593188,33.13555223832769,-20.489296017892677,3.54,1.61,,,,98.5,2149.0,7.4,632967,554430,592663,543543,516416,664761,591720,663897,608671,547180,53.07,,,,,,,,58,2,Sinker,3,0,0,3,0,3,0,3,Standard,Standard,218.0,0.0,-0.05
138,SI,2021-08-08,96.9,-1.75,5.45,"Alonso, Pete",624413,554430,,swinging_strike,,,,,1,Pete Alonso strikes out swinging.,R,R,R,PHI,NYM,S,,,0,0,2021,-1.09,0.96,-0.59,3.38,,,607043.0,2,9,Top,,,,,592663,,,5.7152044991425885,-141.17128699386225,-2.270601205817777,-15.912389851593757,29.92229477300989,-18.974319908197728,3.49,1.6,,,,98.9,2170.0,7.2,632967,554430,592663,543543,516416,664761,591720,663897,608671,547180,53.31,,,,,,,,58,1,Sinker,3,0,0,3,0,3,0,3,Standard,Standard,218.0,0.0,-0.042
139,CU,2021-08-08,82.2,-1.69,5.59,"Alonso, Pete",624413,554430,field_out,hit_into_play,,,,,9,Pete Alonso flies out sharply to center fielder Travis Jankowski.,R,R,R,PHI,NYM,X,8.0,fly_ball,1,2,2021,0.61,-0.96,0.4,2.17,,,,1,7,Top,117.03,42.39,,,592663,,,3.617881338096255,-119.68830357559648,0.7044333845963269,5.090453304181917,23.95824385458271,-41.737995738201406,3.49,1.6,387.0,106.7,28.0,83.5,2595.0,7.2,632967,554430,592663,543543,516416,664761,591720,663897,608671,547180,53.29,0.963,1.949,0.0,1.0,0.0,0.0,6.0,43,4,Curveball,3,0,0,3,0,3,0,3,Standard,Standard,50.0,0.013999999999999999,-0.111
140,SI,2021-08-08,96.8,-1.67,5.49,"Alonso, Pete",624413,554430,,ball,,,,,11,Pete Alonso flies out sharply to center fielder Travis Jankowski.,R,R,R,PHI,NYM,B,,,0,2,2021,-1.1,0.82,-0.76,4.8,,,,1,7,Top,,,,,592663,,,5.042579906423661,-140.91869796920471,1.8589928775628364,-15.865395156797216,32.03600287912644,-21.88838090345414,3.39,1.61,,,,98.1,2068.0,7.0,632967,554430,592663,543543,516416,664761,591720,663897,608671,547180,53.49,,,,,,,,43,3,Sinker,3,0,0,3,0,3,0,3,Standard,Standard,217.0,0.0,0.011000000000000001
141,SI,2021-08-08,96.6,-1.64,5.54,"Alonso, Pete",624413,554430,,foul_tip,,,,,2,Pete Alonso flies out sharply to center fielder Travis Jankowski.,R,R,R,PHI,NYM,S,,,0,1,2021,-1.03,0.74,-0.21,3.47,,,,1,7,Top,,,,,592663,,,6.2580458169931115,-140.65630679557628,-1.6808795593625725,-15.061505372800328,28.87806095141513,-22.16743807250289,3.49,1.6,,,,98.4,2075.0,7.1,632967,554430,592663,543543,516416,664761,591720,663897,608671,547180,53.43,,,,,,,,43,2,Sinker,3,0,0,3,0,3,0,3,Standard,Standard,216.0,0.0,-0.035
142,SI,2021-08-08,96.0,-1.76,5.5,"Alonso, Pete",624413,554430,,swinging_strike,,,,,11,Pete Alonso flies out sharply to center fielder Travis Jankowski.,R,R,R,PHI,NYM,S,,,0,0,2021,-1.09,0.78,-0.87,3.62,,,,1,7,Top,,,,,592663,,,4.900323760625271,-139.75409145999902,-1.1522365102378072,-15.377919168797845,31.129722414633413,-21.95369060720233,3.49,1.6,,,,97.3,2119.0,7.0,632967,554430,592663,543543,516416,664761,591720,663897,608671,547180,53.51,,,,,,,,43,1,Sinker,3,0,0,3,0,3,0,3,Standard,Standard,214.0,0.0,-0.026000000000000002
143,SI,2021-08-08,98.1,-1.55,5.51,"Alonso, Pete",624413,554430,field_out,hit_into_play,,,,,5,"Pete Alonso grounds out, pitcher Zack Wheeler to first baseman Brad Miller.",R,R,R,PHI,NYM,X,1.0,ground_ball,3,2,2021,-1.24,0.95,0.01,2.57,,,,1,4,Top,124.11,173.38,,,592663,,,7.2019881477233865,-142.6093534924569,-4.712115498459506,-18.57359212016829,33.763930678709315,-18.33814916693405,3.49,1.6,2.0,80.8,-56.0,99.4,2260.0,7.1,632967,554430,592663,543543,516416,664761,591720,663897,608671,547180,53.35,0.27,0.278,0.0,1.0,0.0,0.0,2.0,24,6,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,218.0,0.018000000000000002,-0.21
144,FF,2021-08-08,100.3,-1.48,5.61,"Alonso, Pete",624413,554430,,ball,,,,,14,"Pete Alonso grounds out, pitcher Zack Wheeler to first baseman Brad Miller.",R,R,R,PHI,NYM,B,,,2,2,2021,-0.59,1.45,1.53,2.06,,,,1,4,Top,,,,,592663,,,9.920574445825537,-145.56056392757523,-8.025750196624772,-10.747307067118768,33.658797066849516,-9.756650635446539,3.39,1.61,,,,102.1,2550.0,7.4,632967,554430,592663,543543,516416,664761,591720,663897,608671,547180,53.12,,,,,,,,24,5,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,213.0,0.0,0.07200000000000001
145,CU,2021-08-08,82.8,-1.64,5.53,"Alonso, Pete",624413,554430,,ball,,,,,14,"Pete Alonso grounds out, pitcher Zack Wheeler to first baseman Brad Miller.",R,R,R,PHI,NYM,B,,,1,2,2021,0.76,-1.03,1.35,0.39,,,,1,4,Top,,,,,592663,,,5.417356438752186,-120.39903073671302,-3.1821945420490985,6.143583067433523,25.590318139506973,-41.652799705439186,3.42,1.61,,,,83.6,2577.0,7.1,632967,554430,592663,543543,516416,664761,591720,663897,608671,547180,53.43,,,,,,,,24,4,Curveball,2,0,0,2,0,2,0,2,Standard,Standard,36.0,0.0,0.027000000000000003
146,FF,2021-08-08,98.2,-1.58,5.66,"Alonso, Pete",624413,554430,,ball,,,,,11,"Pete Alonso grounds out, pitcher Zack Wheeler to first baseman Brad Miller.",R,R,R,PHI,NYM,B,,,0,2,2021,-0.79,1.28,-0.19,4.2,,,,1,4,Top,,,,,592663,,,5.659952731838695,-142.85022959159085,-1.4383585100368732,-12.084099802724745,34.14966839008984,-14.552971827397199,3.46,1.61,,,,99.4,2296.0,7.1,632967,554430,592663,543543,516416,664761,591720,663897,608671,547180,53.45,,,,,,,,24,3,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,217.0,0.0,0.011000000000000001
147,SI,2021-08-08,97.9,-1.69,5.53,"Alonso, Pete",624413,554430,,foul,,,,,11,"Pete Alonso grounds out, pitcher Zack Wheeler to first baseman Brad Miller.",R,R,R,PHI,NYM,S,,,0,1,2021,-1.11,0.8,-1.14,3.32,,,,1,4,Top,,,,,592663,,,4.114463102999165,-142.54462558666856,-2.364857241238693,-16.104763347847754,32.64068396678909,-20.954363607608087,3.49,1.6,56.0,62.2,2.0,99.7,2057.0,7.2,632967,554430,592663,543543,516416,664761,591720,663897,608671,547180,53.27,,,,,,,,24,2,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,216.0,0.0,-0.035
148,SI,2021-08-08,97.8,-1.79,5.53,"Alonso, Pete",624413,554430,,foul,,,,,1,"Pete Alonso grounds out, pitcher Zack Wheeler to first baseman Brad Miller.",R,R,R,PHI,NYM,S,,,0,0,2021,-1.11,0.67,-0.81,2.99,,,,1,4,Top,,,,,592663,,,5.307332377744344,-142.2687602068336,-2.9303828577339552,-16.332293412516005,33.36314114679534,-22.568195022710533,3.49,1.6,184.0,65.5,32.0,99.2,2109.0,7.1,632967,554430,592663,543543,516416,664761,591720,663897,608671,547180,53.35,,,,,,,,24,1,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,217.0,0.0,-0.026000000000000002
149,FF,2021-08-08,99.4,-1.61,5.62,"Alonso, Pete",624413,554430,strikeout,swinging_strike,,,,,14,Pete Alonso strikes out swinging.,R,R,R,PHI,NYM,S,2.0,,0,2,2021,-0.28,1.24,1.03,1.94,,607043.0,,1,1,Top,,,,,592663,,,8.019811327955818,-144.4168654493507,-7.724692759495113,-5.817593394367272,33.33121665721043,-13.12750378113858,3.49,1.6,,,,101.1,2509.0,7.3,632967,554430,592663,543543,516416,664761,591720,663897,608671,547180,53.24,,,0.0,1.0,0.0,0.0,,3,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,217.0,0.034,-0.205
150,CU,2021-08-08,83.2,-1.73,5.55,"Alonso, Pete",624413,554430,,foul,,,,,14,Pete Alonso strikes out swinging.,R,R,R,PHI,NYM,S,,,0,1,2021,0.55,-0.88,0.17,1.24,,607043.0,,1,1,Top,,,,,592663,,,3.3079388771004443,-121.16233483756041,-1.7564354365941062,4.8187424380437625,22.925731262377052,-40.699610499845456,3.49,1.6,3.0,82.8,-29.0,84.2,2512.0,6.9,632967,554430,592663,543543,516416,664761,591720,663897,608671,547180,53.65,,,,,,,,3,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,51.0,0.0,-0.092
151,SI,2021-08-08,98.3,-1.75,5.58,"Alonso, Pete",624413,554430,,foul,,,,,4,Pete Alonso strikes out swinging.,R,R,R,PHI,NYM,S,,,0,0,2021,-1.05,0.98,-0.36,2.47,,607043.0,,1,1,Top,,,,,592663,,,6.300959013879202,-142.92955558333242,-5.290978972199493,-15.865420817747324,33.190358593993174,-17.729948973472787,3.49,1.6,159.0,67.8,64.0,99.7,2162.0,7.1,632967,554430,592663,543543,516416,664761,591720,663897,608671,547180,53.39,,,,,,,,3,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,217.0,0.0,-0.051
152,SI,2021-08-07,93.8,2.22,6.05,"Alonso, Pete",624413,624133,walk,ball,,,,,7,Pete Alonso walks.,R,R,L,PHI,NYM,B,,,3,2,2021,1.46,0.39,-0.75,1.86,,,,2,3,Top,,,,,592663,,,-10.872760377744514,-136.05070225804792,-5.925834381762716,20.565204141022697,29.863460967493772,-26.21794946838644,3.36,1.54,,,,93.5,1725.0,6.3,632981,624133,592663,543543,516416,664761,591720,546318,608671,547180,54.19,,,0.7,1.0,0.0,0.0,,17,6,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,134.0,-0.015,0.095
153,SI,2021-08-07,94.0,2.41,5.92,"Alonso, Pete",624413,624133,,ball,,,,,12,Pete Alonso walks.,R,R,L,PHI,NYM,B,,,2,2,2021,1.45,0.11,1.87,2.98,,,,2,3,Top,,,,,592663,,,-4.606089447488726,-136.7100062539588,-2.065949088831573,19.15238293054877,34.367269702981034,-30.489645761323352,3.49,1.56,,,,93.2,1659.0,6.2,632981,624133,592663,543543,516416,664761,591720,546318,608671,547180,54.33,,,,,,,,17,5,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,135.0,0.0,0.042
