,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
30,FS,2021-08-16,82.1,-2.5,6.05,"Alonso, Pete",624413,592332,,called_strike,,,,,2,"Pete Alonso grounds out, shortstop Brandon Crawford to first baseman Wilmer Flores.   Brandon Nimmo to 2nd.",R,R,R,SF,NYM,S,,,1,0,2021,-0.2,0.34,0.03,2.95,,,607043.0,1,1,Top,,,,,457763,,,6.110928079009563,-119.57070374854077,-1.1983579901974877,-3.0061906938031475,20.613018913911645,-28.891031180407342,3.29,1.59,,,,82.7,1509.0,6.4,632886,592332,457763,527038,456781,446334,543063,573131,596103,592178,54.12,,,,,,,,3,2,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,246.0,0.0,-0.047
31,FF,2021-08-16,95.7,-2.47,6.14,"Alonso, Pete",624413,592332,,ball,,,,,11,"Pete Alonso grounds out, shortstop Brandon Crawford to first baseman Wilmer Flores.   Brandon Nimmo to 2nd.",R,R,R,SF,NYM,B,,,0,0,2021,-0.91,1.46,-0.78,4.13,,,607043.0,1,1,Top,,,,,457763,,,6.513051751267162,-139.22378058268671,-2.9709623773313187,-13.319387515258697,31.80667298539,-12.707310292494073,3.49,1.68,,,,95.7,2343.0,6.4,632886,592332,457763,527038,456781,446334,543063,573131,596103,592178,54.15,,,,,,,,3,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,218.0,0.0,0.045
32,CH,2021-08-16,87.7,3.47,4.99,"Alonso, Pete",624413,453265,strikeout,swinging_strike,,,,,14,Pete Alonso strikes out swinging.,R,R,L,SF,NYM,S,2.0,,0,2,2021,1.66,0.55,1.62,2.04,,,,0,7,Top,,,,,457763,,,-7.870326740836076,-127.50864388627295,-2.137451635715542,19.74224452226056,26.29412866009339,-25.92577078497393,3.49,1.6,,,,87.5,3010.0,6.2,632886,453265,457763,527038,600303,446334,543063,592178,573262,664774,54.29,,,0.0,1.0,0.0,0.0,,57,7,Changeup,4,3,3,4,3,4,3,4,Standard,Standard,100.0,0.043,-0.15
33,CH,2021-08-16,87.5,3.32,5.03,"Alonso, Pete",624413,453265,,foul,,,,,14,Pete Alonso strikes out swinging.,R,R,L,SF,NYM,S,,,0,2,2021,1.93,0.44,1.14,1.96,,,,0,7,Top,,,,,457763,,,-9.246308804630242,-127.08205918708444,-2.1311813043419905,22.80417682027636,27.56515593820763,-27.12378233620794,3.49,1.6,163.0,67.7,59.0,87.2,3015.0,6.3,632886,453265,457763,527038,600303,446334,543063,592178,573262,664774,54.16,,,,,,,,57,6,Changeup,4,3,3,4,3,4,3,4,Standard,Standard,125.0,0.0,0.0
34,FF,2021-08-16,96.5,2.21,5.64,"Alonso, Pete",624413,459429,field_out,hit_into_play,,,,,8,Pete Alonso lines out to right fielder LaMonte Wade.,R,R,L,SF,NYM,X,9.0,line_drive,1,2,2021,1.07,1.24,0.12,1.87,,,,0,9,Top,182.36,89.13,,,457763,,,-7.969994769199379,-140.1710955839553,-7.262424981502982,15.888422061732259,30.632242263016195,-14.314754275778046,3.49,1.6,307.0,94.3,21.0,96.3,2124.0,6.2,632886,459429,457763,474832,600303,446334,543063,592178,573262,664774,54.29,0.243,0.287,0.0,1.0,0.0,0.0,3.0,76,5,4-Seam Fastball,7,5,5,7,5,7,5,7,Strategic,Standard,132.0,0.037000000000000005,-0.175
35,FF,2021-08-16,93.5,3.4,5.08,"Alonso, Pete",624413,453265,,foul,,,,,12,Pete Alonso strikes out swinging.,R,R,L,SF,NYM,S,,,0,2,2021,1.28,0.76,1.0,3.36,,,,0,7,Top,,,,,457763,,,-9.001101959656639,-135.87860649982088,-0.3685864730298647,17.870243010259966,29.350021866920137,-22.83883599470129,3.49,1.6,246.0,88.4,50.0,0.0,,,632886,453265,457763,527038,600303,446334,543063,592178,573262,664774,54.14,,,,,,,,57,5,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,,0.0,0.0
36,CH,2021-08-16,87.2,3.41,5.01,"Alonso, Pete",624413,453265,,foul,,,,,14,Pete Alonso strikes out swinging.,R,R,L,SF,NYM,S,,,0,2,2021,1.68,0.42,1.38,2.43,,,,0,7,Top,,,,,457763,,,-8.268620619183649,-126.65619385689436,-0.8297522448589509,19.843368178462967,28.28592990407993,-27.703789365982285,3.49,1.6,174.0,73.1,59.0,86.1,2332.0,5.9,632886,453265,457763,527038,600303,446334,543063,592178,573262,664774,54.59,,,,,,,,57,4,Changeup,4,3,3,4,3,4,3,4,Standard,Standard,107.0,0.0,0.0
37,SL,2021-08-16,82.2,2.16,5.82,"Alonso, Pete",624413,459429,,foul,,,,,12,Pete Alonso lines out to right fielder LaMonte Wade.,R,R,L,SF,NYM,S,,,1,2,2021,-0.28,0.09,1.41,2.71,,,,0,9,Top,,,,,457763,,,-1.1328267608855498,-119.75048802798484,-0.6604428110004322,-2.490670654609787,24.600492529578705,-31.446761933232022,3.49,1.6,238.0,82.1,46.0,81.1,1873.0,5.6,632886,459429,457763,474832,600303,446334,543063,592178,573262,664774,54.87,,,,,,,,76,4,Slider,7,5,5,7,5,7,5,7,Strategic,Standard,202.0,0.0,0.0
38,SI,2021-08-16,93.8,3.37,5.1,"Alonso, Pete",624413,453265,,foul,,,,,5,Pete Alonso strikes out swinging.,R,R,L,SF,NYM,S,,,0,2,2021,1.62,0.97,0.15,2.69,,,,0,7,Top,,,,,457763,,,-11.819134540310376,-136.08699173286016,-2.6379955844065126,22.65660940494422,29.001429760957045,-19.694656956438504,3.49,1.6,188.0,74.1,21.0,93.3,616.0,6.1,632886,453265,457763,527038,600303,446334,543063,592178,573262,664774,54.39,,,,,,,,57,3,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,110.0,0.0,0.0
39,SL,2021-08-16,82.0,2.18,5.78,"Alonso, Pete",624413,459429,,swinging_strike,,,,,13,Pete Alonso lines out to right fielder LaMonte Wade.,R,R,L,SF,NYM,S,,,1,1,2021,-0.3,0.51,-0.76,1.43,,,,0,9,Top,,,,,457763,,,-6.004975907125237,-119.28816853637713,-4.223091083807853,-1.6633976621335875,23.577711076954714,-26.68795062212143,3.49,1.6,,,,81.1,1776.0,5.7,632886,459429,457763,474832,600303,446334,543063,592178,573262,664774,54.76,,,,,,,,76,3,Slider,7,5,5,7,5,7,5,7,Standard,Standard,132.0,0.0,-0.057
40,SI,2021-08-16,93.0,3.36,5.05,"Alonso, Pete",624413,453265,,swinging_strike,,,,,2,Pete Alonso strikes out swinging.,R,R,L,SF,NYM,S,,,0,1,2021,1.44,0.85,0.21,3.28,,,,0,7,Top,,,,,457763,,,-11.098882646463505,-135.08821743082063,-0.6576761195446071,20.007697515563713,26.674847041650768,-21.81337644048188,3.49,1.6,,,,92.4,2305.0,5.8,632886,453265,457763,527038,600303,446334,543063,592178,573262,664774,54.65,,,,,,,,57,2,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,108.0,0.0,-0.052000000000000005
41,FF,2021-08-16,94.6,2.04,5.69,"Alonso, Pete",624413,459429,,swinging_strike,,,,,8,Pete Alonso lines out to right fielder LaMonte Wade.,R,R,L,SF,NYM,S,,,1,0,2021,1.08,1.22,0.18,2.19,,,,0,9,Top,,,,,457763,,,-7.226062983839087,-137.54589907597637,-6.132759780677456,15.27628548638084,31.346207054136432,-15.55127036744482,3.49,1.6,,,,94.3,1960.0,6.2,632886,459429,457763,474832,600303,446334,543063,592178,573262,664774,54.29,,,,,,,,76,2,4-Seam Fastball,7,5,5,7,5,7,5,7,Strategic,Standard,131.0,0.0,-0.049
42,FF,2021-08-16,93.5,2.04,5.75,"Alonso, Pete",624413,459429,,ball,,,,,13,Pete Alonso lines out to right fielder LaMonte Wade.,R,R,L,SF,NYM,B,,,0,0,2021,1.04,1.33,-0.35,1.61,,,,0,9,Top,,,,,457763,,,-8.398717445699752,-135.71304613222236,-7.780569324695319,14.805372839111351,31.571159490987128,-14.097151307354329,3.58,1.74,,,,92.8,1984.0,6.2,632886,459429,457763,474832,600303,446334,543063,592178,573262,664774,54.34,,,,,,,,76,1,4-Seam Fastball,7,5,5,7,5,7,5,7,Strategic,Standard,140.0,0.0,0.039
43,SI,2021-08-16,93.4,3.3,5.11,"Alonso, Pete",624413,453265,,called_strike,,,,,3,Pete Alonso strikes out swinging.,R,R,L,SF,NYM,S,,,0,0,2021,1.55,0.74,0.47,3.1,,,,0,7,Top,,,,,457763,,,-10.6553323959402,-135.7242389935641,-1.0866278286477882,21.355087005417282,26.61106517911685,-22.94247955411324,3.39,1.65,,,,93.4,2304.0,6.2,632886,453265,457763,527038,600303,446334,543063,592178,573262,664774,54.34,,,,,,,,57,1,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,118.0,0.0,-0.039
44,SL,2021-08-15,85.1,-3.42,5.19,"Alonso, Pete",624413,453286,strikeout,called_strike,,,,,8,Pete Alonso called out on strikes.,R,R,R,NYM,LAD,S,2.0,,1,2,2021,0.33,0.16,-0.12,1.57,596082.0,607043.0,,2,4,Bot,,,,,669257,,,7.0799451826469895,-123.83264629029736,-2.531154506005697,2.0270991093116417,23.96199971359384,-30.230572633192786,3.44,1.62,,,,85.2,2209.0,6.3,632895,453286,669257,571970,607208,457759,608369,621035,641355,641856,54.24,,,0.0,1.0,0.0,0.0,,41,5,Slider,2,6,2,6,6,2,2,6,Infield shift,Standard,158.0,-0.047,-0.33299999999999996
45,FF,2021-08-15,95.1,-3.21,5.33,"Alonso, Pete",624413,453286,,foul,,,,,3,Pete Alonso called out on strikes.,R,R,R,NYM,LAD,S,,,1,2,2021,-0.86,1.41,0.76,3.47,596082.0,607043.0,,2,4,Bot,,,,,669257,,,12.34640260353272,-137.9742192781011,-2.351994888427943,-13.780834939491625,30.975083148067945,-13.79238925257132,3.49,1.6,196.0,79.0,61.0,95.1,2433.0,6.5,632895,453286,669257,571970,607208,457759,608369,621035,641355,641856,54.04,,,,,,,,41,4,4-Seam Fastball,2,6,2,6,6,2,2,6,Infield shift,Standard,228.0,0.0,0.0
46,SL,2021-08-15,87.5,-3.31,5.2,"Alonso, Pete",624413,453286,,swinging_strike,,,,,14,Pete Alonso called out on strikes.,R,R,R,NYM,LAD,S,,,1,1,2021,0.11,0.37,1.25,1.32,596082.0,607043.0,,2,4,Bot,,,,,669257,,,10.76944693090115,-127.01289042296725,-4.000392603144613,-0.89768132803193,24.51932653389097,-27.50738444324297,3.49,1.6,,,,87.6,2240.0,6.4,632895,453286,669257,571970,607208,457759,608369,621035,641355,641856,54.15,,,,,,,,41,3,Slider,2,6,2,6,6,2,2,6,Infield shift,Standard,211.0,0.0,-0.183
47,FF,2021-08-15,95.0,-3.39,5.1,"Alonso, Pete",624413,453286,,ball,,,,,14,Pete Alonso called out on strikes.,R,R,R,NYM,LAD,B,,,0,1,2021,-0.87,1.5,1.37,1.66,596082.0,607043.0,,2,4,Bot,,,,,669257,,,14.375173834414973,-137.41034158953863,-6.658256741551809,-14.246543631740325,31.21014537941616,-11.72100527780522,3.5,1.63,,,,94.7,2486.0,6.5,632895,453286,669257,571970,607208,457759,608369,621035,641355,641856,53.98,,,,,,,,41,2,4-Seam Fastball,2,6,2,6,6,2,2,6,Infield shift,Standard,228.0,0.0,0.094
48,FF,2021-08-15,95.7,-3.28,5.23,"Alonso, Pete",624413,453286,,swinging_strike,,,,,1,Pete Alonso called out on strikes.,R,R,R,NYM,LAD,S,,,0,0,2021,-0.73,1.34,-0.69,3.44,596082.0,607043.0,,2,4,Bot,,,,,669257,,,8.481131178550402,-139.09677466743685,-2.1309202977084984,-11.386054062703774,31.781601049894363,-14.491350373095331,3.49,1.6,,,,95.5,2375.0,6.3,632895,453286,669257,571970,607208,457759,608369,621035,641355,641856,54.21,,,,,,,,41,1,4-Seam Fastball,2,6,2,6,6,2,2,6,Infield shift,Standard,225.0,0.0,-0.15
49,FF,2021-08-15,94.6,-3.23,5.51,"Alonso, Pete",624413,453286,double,hit_into_play,,,,,5,Pete Alonso doubles (17) on a sharp line drive to left fielder Chris Taylor.   Michael Conforto to 3rd.,R,R,R,NYM,LAD,X,7.0,line_drive,0,1,2021,-0.85,1.49,0.24,2.29,,,624424.0,0,3,Bot,50.63,84.81,,,669257,,,10.936282279131472,-137.24404635966846,-6.02748413622008,-13.112595210542118,30.0178342513189,-12.130358797540493,3.49,1.6,337.0,109.1,17.0,94.7,2467.0,6.5,632895,453286,669257,571970,607208,457759,608369,621035,641355,641856,54.04,0.69,0.8909999999999999,1.25,1.0,1.0,1.0,6.0,28,2,4-Seam Fastball,0,6,0,6,6,0,0,6,Infield shift,Standard,224.0,0.053,1.194
50,SL,2021-08-15,86.4,-3.41,5.36,"Alonso, Pete",624413,453286,,foul,,,,,8,Pete Alonso doubles (17) on a sharp line drive to left fielder Chris Taylor.   Michael Conforto to 3rd.,R,R,R,NYM,LAD,S,,,0,0,2021,0.49,0.26,0.15,2.08,,,624424.0,0,3,Bot,,,,,669257,,,7.465866588572192,-125.62509818020624,-2.1507436488053533,3.7610044287178006,24.51018701659,-29.19477510841603,3.49,1.6,,,,86.5,2166.0,6.3,632895,453286,669257,571970,607208,457759,608369,621035,641355,641856,54.2,,,,,,,,28,1,Slider,0,6,0,6,6,0,0,6,Infield shift,Standard,186.0,0.0,-0.057999999999999996
51,SL,2021-08-15,87.2,-3.41,5.44,"Alonso, Pete",624413,453286,fielders_choice,hit_into_play,,,,,6,"Pete Alonso reaches on a fielder's choice, fielded by catcher Will Smith.   Brandon Nimmo to 3rd.",R,R,R,NYM,LAD,X,2.0,ground_ball,2,2,2021,0.08,0.66,0.66,2.81,,607043.0,,1,1,Bot,126.25,202.5,,,669257,,,9.602716994612583,-126.74267063889064,-1.5620499334255933,-0.8534549350585889,22.87840808349079,-24.91751289382033,3.49,1.6,1.0,58.6,-66.0,87.5,2226.0,6.3,632895,453286,669257,571970,607208,457759,608369,621035,641355,641856,54.21,0.233,0.21100000000000002,0.0,1.0,0.0,0.0,1.0,9,5,Slider,0,3,0,3,3,0,0,3,Infield shift,Standard,210.0,0.043,-0.247
52,CH,2021-08-15,77.7,2.52,6.32,"Alonso, Pete",624413,628345,field_out,hit_into_play,,,,,9,Pete Alonso flies out to center fielder Cody Bellinger.,R,R,L,NYM,LAD,X,8.0,fly_ball,0,0,2021,0.83,0.95,0.55,1.97,,607043.0,624424.0,0,7,Bot,140.09,86.24,,,669257,,,-5.71950017030878,-113.06470082304807,-4.2252392802258125,8.0507436034424,17.155079494284447,-23.479155314466624,3.49,1.6,283.0,90.9,47.0,78.1,1560.0,6.2,632895,628345,669257,571970,607208,457759,608369,621035,641355,641856,54.29,0.0,0.0,0.0,1.0,0.0,0.0,3.0,65,1,Changeup,2,9,2,9,9,2,2,9,Infield shift,Standard,129.0,-0.011000000000000001,-0.535
53,FF,2021-08-15,95.1,-3.23,5.45,"Alonso, Pete",624413,453286,,foul,,,,,3,"Pete Alonso reaches on a fielder's choice, fielded by catcher Will Smith.   Brandon Nimmo to 3rd.",R,R,R,NYM,LAD,S,,,2,1,2021,-0.85,1.34,0.69,3.06,,607043.0,,1,1,Bot,,,,,669257,,,12.161055821699971,-137.95916611882419,-3.591385220605727,-13.426121085850628,29.16790245354756,-14.439898881880472,3.49,1.6,258.0,86.2,48.0,95.2,2397.0,6.4,632895,453286,669257,571970,607208,457759,608369,621035,641355,641856,54.12,,,,,,,,9,4,4-Seam Fastball,0,3,0,3,3,0,0,3,Infield shift,Standard,229.0,0.0,-0.087
54,FF,2021-08-15,93.7,-3.38,5.49,"Alonso, Pete",624413,453286,,ball,,,,,13,"Pete Alonso reaches on a fielder's choice, fielded by catcher Will Smith.   Brandon Nimmo to 3rd.",R,R,R,NYM,LAD,B,,,1,1,2021,-0.8,1.45,-0.97,1.62,,607043.0,,1,1,Bot,,,,,669257,,,7.961517950032168,-136.1491743974253,-7.470024565215485,-11.6062385225886,28.863195201245947,-12.706773160260447,3.53,1.66,,,,93.7,2279.0,6.3,632895,453286,669257,571970,607208,457759,608369,621035,641355,641856,54.24,,,,,,,,9,3,4-Seam Fastball,0,3,0,3,3,0,0,3,Infield shift,Standard,231.0,0.0,0.044000000000000004
55,FF,2021-08-15,93.6,-3.36,5.44,"Alonso, Pete",624413,453286,,called_strike,,,,,8,"Pete Alonso reaches on a fielder's choice, fielded by catcher Will Smith.   Brandon Nimmo to 3rd.",R,R,R,NYM,LAD,S,,,1,0,2021,-0.84,1.32,0.0,1.62,,607043.0,,1,1,Bot,,,,,669257,,,10.518966688356462,-135.8629350906072,-7.062548986501919,-12.608657664724527,26.93166563700313,-14.370742696594789,3.38,1.57,,,,93.9,2294.0,6.4,632895,453286,669257,571970,607208,457759,608369,621035,641355,641856,54.12,,,,,,,,9,2,4-Seam Fastball,0,3,0,3,3,0,0,3,Infield shift,Standard,229.0,0.0,-0.04
56,CU,2021-08-15,76.0,-3.1,5.77,"Alonso, Pete",624413,453286,,ball,,,,,14,"Pete Alonso reaches on a fielder's choice, fielded by catcher Will Smith.   Brandon Nimmo to 3rd.",R,R,R,NYM,LAD,B,,,0,0,2021,1.0,-0.75,0.46,1.13,,607043.0,,1,1,Bot,,,,,669257,,,5.679934823887881,-110.62079962863483,-1.3452060875348952,7.2430065474294505,18.738446440184234,-38.32217581627151,3.33,1.59,,,,76.2,2695.0,6.3,632895,453286,669257,571970,607208,457759,608369,621035,641355,641856,54.16,,,,,,,,9,1,Curveball,0,3,0,3,3,0,0,3,Infield shift,Standard,49.0,0.0,0.034
57,FF,2021-08-15,97.4,-1.56,5.78,"Alonso, Pete",624413,641632,field_out,hit_into_play,,,,,2,Pete Alonso flies out to right fielder Billy McKinney.,R,R,R,NYM,LAD,X,9.0,fly_ball,0,1,2021,-1.01,1.44,-0.13,3.21,,,624424.0,0,9,Bot,166.53,113.91,,,669257,,,6.1972993812382,-141.59136521190962,-4.693832927841688,-15.022320835343294,33.87538115707501,-11.952839179577474,3.49,1.6,236.0,79.1,48.0,97.8,2533.0,6.7,632895,641632,669257,607461,607208,457759,608369,621035,641355,641856,53.84,0.047,0.051,0.0,1.0,0.0,0.0,3.0,90,2,4-Seam Fastball,4,14,4,14,14,4,4,14,Infield shift,Standard,226.0,0.0,-0.33299999999999996
58,CU,2021-08-15,76.6,-1.48,6.02,"Alonso, Pete",624413,641632,,called_strike,,,,,1,Pete Alonso flies out to right fielder Billy McKinney.,R,R,R,NYM,LAD,S,,,0,0,2021,0.92,-0.88,-0.28,3.18,,,624424.0,0,9,Bot,,,,,669257,,,0.8843322707393537,-111.52899987163694,2.6132903143342867,7.509189000255578,20.213400509228123,-40.23497125619625,3.23,1.51,,,,77.0,2587.0,6.5,632895,641632,669257,607461,607208,457759,608369,621035,641355,641856,53.97,,,,,,,,90,1,Curveball,4,14,4,14,14,4,4,14,Infield shift,Standard,53.0,0.0,-0.057999999999999996
59,SI,2021-08-14,93.7,-1.18,5.36,"Alonso, Pete",624413,621111,field_out,hit_into_play,,,,,8,Pete Alonso flies out to right fielder Billy McKinney.,R,R,R,NYM,LAD,X,9.0,fly_ball,2,1,2021,-1.26,0.98,-0.13,1.67,,,,1,6,Bot,203.12,82.0,,,669257,,,5.503502971433684,-136.27189451840547,-5.982383592920754,-16.939356020025347,29.58502037268473,-18.79251819038106,3.49,1.6,345.0,95.7,34.0,93.6,2067.0,6.2,632958,621111,669257,571970,607208,621035,608369,572041,641355,641856,54.26,0.15,0.272,0.0,1.0,0.0,0.0,3.0,40,4,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,216.0,-0.015,-0.192
60,FF,2021-08-14,93.9,-0.57,5.82,"Alonso, Pete",624413,621111,,ball,,,,,12,Pete Alonso flies out to right fielder Billy McKinney.,R,R,R,NYM,LAD,B,,,1,1,2021,-0.04,1.25,0.42,4.99,,,,1,6,Bot,,,,,669257,,,2.6375128600349584,-136.71776449084734,0.8037530784540841,-1.0394592446234705,30.876093904362182,-16.90142355669462,3.56,1.69,,,,93.9,2144.0,6.3,632958,621111,669257,571970,607208,621035,608369,572041,641355,641856,54.16,,,,,,,,40,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,194.0,0.0,0.037000000000000005
61,SL,2021-08-14,83.9,-0.92,5.47,"Alonso, Pete",624413,621111,,ball,,,,,14,Pete Alonso flies out to right fielder Billy McKinney.,R,R,R,NYM,LAD,B,,,0,1,2021,1.27,-0.36,2.47,0.57,,,,1,6,Bot,,,,,669257,,,5.349583783500299,-121.95258427516102,-4.159136628851016,11.361353038830128,26.5660846946873,-35.026356196598876,3.42,1.63,,,,83.9,2650.0,6.6,632958,621111,669257,571970,607208,621035,608369,572041,641355,641856,53.88,,,,,,,,40,2,Slider,1,0,1,0,0,1,1,0,Standard,Standard,65.0,0.0,0.019
62,SI,2021-08-14,94.8,-1.23,5.33,"Alonso, Pete",624413,621111,,called_strike,,,,,4,Pete Alonso flies out to right fielder Billy McKinney.,R,R,R,NYM,LAD,S,,,0,0,2021,-1.02,1.38,-0.35,2.82,,,,1,6,Bot,,,,,669257,,,4.575096995268941,-137.9072213267353,-3.973271705727315,-14.0634832613451,31.51318496082233,-13.935140900636355,3.52,1.65,,,,94.8,2076.0,6.4,632958,621111,669257,571970,607208,621035,608369,572041,641355,641856,54.12,,,,,,,,40,1,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,210.0,0.0,-0.026000000000000002
63,KC,2021-08-14,78.7,-0.6,5.93,"Alonso, Pete",624413,621111,field_out,hit_into_play,,,,,8,"Pete Alonso grounds out, third baseman Chris Taylor to first baseman Max Muncy.",R,R,R,NYM,LAD,X,5.0,ground_ball,0,0,2021,1.0,-1.65,-0.16,1.94,,,,0,4,Bot,94.91,160.85,,,669257,,,-0.9226449290304216,-114.37615148637659,1.4751575475650285,8.837904720274928,27.04766306838068,-46.96342309807943,3.49,1.6,5.0,85.5,-21.0,78.0,2651.0,6.5,632958,621111,669257,571970,607208,621035,608369,572041,641355,641856,53.96,0.087,0.094,0.0,1.0,0.0,0.0,2.0,25,1,Knuckle Curve,0,0,0,0,0,0,0,0,Standard,Standard,26.0,-0.027000000000000003,-0.24100000000000002
64,FF,2021-08-14,95.4,-0.84,5.76,"Alonso, Pete",624413,621111,field_out,hit_into_play,,,,,9,"Pete Alonso grounds out sharply, shortstop Corey Seager to first baseman Max Muncy.",R,R,R,NYM,LAD,X,6.0,ground_ball,2,2,2021,-0.53,1.47,0.39,1.57,,607043.0,,1,1,Bot,112.6,158.09,,,669257,,,4.428078332907366,-138.6963281696996,-8.698068006678335,-7.79617957539958,29.90637944495623,-11.502772800396226,3.49,1.6,31.0,107.0,-2.0,95.6,2415.0,6.4,632958,621111,669257,571970,607208,621035,608369,572041,641355,641856,54.1,0.457,0.42700000000000005,0.0,1.0,0.0,0.0,4.0,6,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,202.0,-0.033,-0.247
65,FC,2021-08-14,89.9,-0.8,5.81,"Alonso, Pete",624413,621111,,foul,,,,,8,"Pete Alonso grounds out sharply, shortstop Corey Seager to first baseman Max Muncy.",R,R,R,NYM,LAD,S,,,2,2,2021,0.66,0.33,-0.09,1.79,,607043.0,,1,1,Bot,,,,,669257,,,0.3522773827157261,-130.91921065113303,-4.701382042632623,7.457484062632,27.949469288936502,-27.54867701552908,3.49,1.6,111.0,100.2,6.0,90.4,2583.0,6.6,632958,621111,669257,571970,607208,621035,608369,572041,641355,641856,53.94,,,,,,,,6,5,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,151.0,0.0,0.0
66,FF,2021-08-14,94.7,-0.73,5.98,"Alonso, Pete",624413,621111,,ball,,,,,11,"Pete Alonso grounds out sharply, shortstop Corey Seager to first baseman Max Muncy.",R,R,R,NYM,LAD,B,,,1,2,2021,-0.09,1.63,-0.05,4.89,,607043.0,,1,1,Bot,,,,,669257,,,1.9751003257320705,-137.71067698288695,-0.6919202049794462,-1.7127189478328468,36.585241435508536,-11.819313796850665,3.46,1.66,,,,94.0,2357.0,6.4,632958,621111,669257,571970,607208,621035,608369,572041,641355,641856,54.14,,,,,,,,6,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,194.0,0.0,0.039
67,SL,2021-08-14,85.1,-0.94,5.65,"Alonso, Pete",624413,621111,,blocked_ball,,,,,14,"Pete Alonso grounds out sharply, shortstop Corey Seager to first baseman Max Muncy.",R,R,R,NYM,LAD,B,,,0,2,2021,1.1,0.29,1.99,0.17,,607043.0,,1,1,Bot,,,,,669257,,,4.661188185433057,-123.57628152342123,-6.945952676069694,9.859411243942636,31.85187900357334,-27.77135655604621,3.35,1.58,,,,84.5,2721.0,6.7,632958,621111,669257,571970,607208,621035,608369,572041,641355,641856,53.84,,,,,,,,6,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,73.0,0.0,0.054000000000000006
68,SI,2021-08-14,94.9,-1.39,5.36,"Alonso, Pete",624413,621111,,foul,,,,,13,"Pete Alonso grounds out sharply, shortstop Corey Seager to first baseman Max Muncy.",R,R,R,NYM,LAD,S,,,0,1,2021,-1.56,1.04,-1.09,2.44,,607043.0,,1,1,Bot,,,,,669257,,,4.308465633728757,-137.94344483559556,-4.1893012478129,-20.79772331225512,36.858664237807666,-18.19295808778952,3.49,1.6,6.0,75.5,-21.0,94.1,2094.0,6.3,632958,621111,669257,571970,607208,621035,608369,572041,641355,641856,54.18,,,,,,,,6,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,215.0,0.0,-0.092
69,FF,2021-08-14,93.9,-0.79,5.96,"Alonso, Pete",624413,621111,,foul,,,,,11,"Pete Alonso grounds out sharply, shortstop Corey Seager to first baseman Max Muncy.",R,R,R,NYM,LAD,S,,,0,0,2021,-0.11,1.61,-0.58,3.62,,607043.0,,1,1,Bot,,,,,669257,,,0.7829698807750747,-136.7162338661434,-3.846732146150707,-1.5208422312313983,33.31704390142959,-11.481999234299929,3.49,1.6,206.0,74.3,50.0,93.7,2250.0,6.4,632958,621111,669257,571970,607208,621035,608369,572041,641355,641856,54.14,,,,,,,,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,193.0,0.0,-0.051
70,FF,2021-08-14,94.7,1.36,5.73,"Alonso, Pete",624413,681911,strikeout,swinging_strike,,,,,9,Pete Alonso strikes out swinging.,R,R,L,NYM,LAD,S,2.0,,1,2,2021,0.82,1.7,0.73,2.08,,,,1,8,Bot,,,,,669257,,,-3.4904670192783267,-137.70663334233564,-7.617546655562703,11.2616521411926,32.343452825223764,-9.003837589382089,3.49,1.6,,,,94.3,2328.0,6.2,632958,681911,669257,571970,607208,621035,608369,572041,641355,641856,54.29,,,0.0,1.0,0.0,0.0,,58,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,150.0,-0.034,-0.111
